code,sampling_date,sample_description,sample_description_old,planting_date,lat,long,toc,soc_stock,soc_stock_unit,depth,bd,LC1_Desc
26581768,2015-05-29,2439792a-49ad-4fa4-9e2d-8e7f0d267be3,b1a4f7dd-a095-4743-9b32-9d6cb98d0422,2015-05-29,37.13910423,-8.775251839,24.6,22.5586545096,tC/acre,0.2,1.133,Grassland without tree/shrub cover
26741814,2015-05-12,efc35a41-67bc-4aa6-b216-e29d87e8327d,8aa969e5-1eec-4ab2-ad54-76612ecf86e4,2015-05-12,37.578160038,-8.711708338,16.8,18.968442192,tC/acre,0.2,1.3949999999999998,Temporary grassland
26921850,2015-06-29,d1095098-560c-4328-b612-2f55fc09824b,7d2480f7-8f68-400c-bc37-e18f060e62b8,2015-06-29,37.933614562,-8.601248224,12.1,11.556213416000004,tC/acre,0.2,1.1800000000000002,Grassland without tree/shrub cover
27301972,2015-05-31,7a8475c0-a368-4b41-8929-ddfac694103a,e7c6d85b-7ac3-4561-a566-3c3228ec66fe,2015-05-31,39.086506588,-8.480398084,15.0,14.325884400000003,tC/acre,0.2,1.1800000000000002,Grassland without tree/shrub cover
27381926,2015-06-08,e954a757-fcab-4c61-941a-61c8a5bdeb82,b7cbb732-011e-485b-ab76-81afff25fddd,2015-06-08,38.700528845,-8.276096238,13.2,12.606778272,tC/acre,0.2,1.1800000000000002,Grassland without tree/shrub cover
27421902,2015-05-24,952fbdbb-e1ba-4777-9413-860c286550ce,5346b97a-aa40-4571-925b-fe34b53deabf,2015-05-24,38.498484081,-8.172593972,25.5,27.835112452000004,tC/acre,0.2,1.348666666666667,Grassland without tree/shrub cover
27461868,2015-08-19,759128b3-6c8f-4eb1-b3df-e46e470486ed,b43d8f55-3e44-44d5-89ee-08e46d0639e6,2015-08-19,38.20837457,-8.045813739,9.7,9.264071912000004,tC/acre,0.2,1.1800000000000002,Grassland without tree/shrub cover
27501892,2015-05-23,6024a242-55c3-4589-a365-144b35d70796,8fa4f92a-0a22-4465-a01c-a4454094d03e,2015-05-23,38.427769695,-8.059040764,9.3,9.233315776,tC/acre,0.2,1.2266666666666666,Grassland without tree/shrub cover
27641896,2015-07-04,389549a0-8941-479f-b82e-eb886444f9f8,4ae4ce12-7408-4c82-ae6a-1516e98942b9,2015-07-04,38.492645624,-7.912367462,10.9,10.713036645466667,tC/acre,0.2,1.2143333333333333,Temporary grassland
27641914,2015-06-20,3f931a1d-21a9-4722-afec-2eea9e61657b,46925331-2b43-4622-b99c-1f1d641a78bf,2015-06-20,38.650807745,-7.955721568,22.6,21.584332496000005,tC/acre,0.2,1.1800000000000002,Grassland without tree/shrub cover
27722228,2015-05-01,4b9f2e30-05ea-43ef-88c5-82cd1d68d1c8,46474ffa-989f-4378-81be-9c9ee54aa056,2015-05-01,41.417794354,-8.667760969,36.9,33.9574450716,tC/acre,0.2,1.1369999999999998,Temporary grassland
27841822,2015-08-04,adb33af1-237e-47dc-9af8-688bbf479918,848375b1-1aee-44df-9de8-371a4cae3ba4,2015-08-04,37.883351867,-7.51554572,25.4,27.65742831893333,tC/acre,0.2,1.3453333333333333,Grassland without tree/shrub cover
27841900,2015-06-18,b9a7f29e-445f-4088-8aaa-6a5328eda1a7,08c8c9c0-976b-46c4-9d76-61d2aeab3b4c,2015-06-18,38.569866673,-7.698314065,10.5,10.028119080000002,tC/acre,0.2,1.1800000000000002,Grassland without tree/shrub cover
27901972,2015-04-27,2985c5f5-68a9-453d-9b7f-4bf65c67785d,cca150aa-8e22-4447-b457-98a164916c20,2015-04-27,39.21522234,-7.8040254,23.2,22.157367872000005,tC/acre,0.2,1.1800000000000002,Grassland without tree/shrub cover
27961978,2015-04-27,c872583a-1d1c-4499-8ae8-48889006fd3f,76d9454d-ae6a-42a1-9478-2ff3b2e71783,2015-04-27,39.280539106,-7.7508278,11.3,10.792166248000004,tC/acre,0.2,1.1800000000000002,Grassland without tree/shrub cover
27962406,2015-06-22,8c962732-55f7-4466-9019-01dcc936dca7,33d32159-1dbb-4253-8100-f31fa03d37d5,2015-06-22,43.022951975,-8.880337636,55.5,51.25388658600001,tC/acre,0.2,1.141,Temporary grassland
28002400,2015-06-25,599c490c-4e1c-47a0-902f-dfa45fcf6996,efe7d67e-bd6d-44f9-811c-ee112380965b,2015-06-25,42.979713152,-8.815422826,55.3,59.864188265,tC/acre,0.2,1.3375,Temporary grassland
28021948,2015-04-24,84dc92c7-ff42-4f79-a495-6f0873f14e89,8443b503-6cd2-4882-a20f-ec910f630635,2015-04-24,39.029467134,-7.610744609,11.8,11.269695728000002,tC/acre,0.2,1.1800000000000002,Grassland without tree/shrub cover
28041942,2015-06-15,5513a9cc-079c-4a2c-a78e-e701467ac6c2,4a5ebcab-fa58-4f60-be98-bf1eaa633c81,2015-06-15,38.980875827,-7.57387511,40.2,38.393370192000006,tC/acre,0.2,1.1800000000000002,Grassland without tree/shrub cover
28142384,2015-07-06,f6fe023d-a6e9-4e90-a29f-183110b02859,3e8a7ed2-66f7-430b-84cc-2b21951a7ea1,2015-07-06,42.871582112,-8.603082951,34.3,32.758522328000005,tC/acre,0.2,1.1800000000000002,Grassland without tree/shrub cover
28181910,2015-06-17,3c76382f-e21b-4f29-a81f-2d52e873fda2,c0b571c3-49bd-4427-aadb-645483d4d0df,2015-06-17,38.728230528,-7.340885575,14.2,13.561837232000002,tC/acre,0.2,1.1800000000000002,Grassland without tree/shrub cover
28201948,2015-06-14,266981d2-4c03-4ca0-9b25-3ac4efce67f1,9722cdcc-1390-465e-8d04-33a51a6ff86f,2015-06-14,39.066738155,-7.407858387,21.6,21.0779893728,tC/acre,0.2,1.2056666666666664,Grassland without tree/shrub cover
28261954,2015-06-12,047520c1-09fc-491d-9315-3b386d0c096b,19d06840-c02e-454f-8cb8-5a32d0170d13,2015-06-12,39.131856677,-7.354370566,14.4,13.752849024000003,tC/acre,0.2,1.1800000000000002,Temporary grassland
28281952,2015-05-25,0e7ac8fd-1602-45df-82e8-e19b9bbf6a89,c7b1c3e9-b1e1-4556-8883-2acc98cc40a6,2015-05-25,39.118362789,-7.327065208,21.1,20.43637320933334,tC/acre,0.2,1.1966666666666668,Grassland without tree/shrub cover
